tl_p_intro,tl_o_intro,bl_p_intro,bl_o_intro,tr_p_intro,tr_o_intro,br_p_intro,br_o_intro,initial_other_choice,other_name,tl_p,tl_o,bl_p,bl_o,tr_p,tr_o,br_p,br_o,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,initial_choice_loop.thisRepN,initial_choice_loop.thisTrialN,initial_choice_loop.thisN,initial_choice_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,order,start_mouse.x,start_mouse.y,start_mouse.leftButton,start_mouse.midButton,start_mouse.rightButton,start_mouse.clicked_name,name_text.started,type_name.started,type_name.text,name_mouse.x,name_mouse.y,name_mouse.leftButton,name_mouse.midButton,name_mouse.rightButton,name_mouse.clicked_name,selected_avatar,avatar_mouse.x,avatar_mouse.y,avatar_mouse.leftButton,avatar_mouse.midButton,avatar_mouse.rightButton,practice_avatar_1.started,practice_top_left_1.started,practice_top_right_1.started,practice_bottom_left_1.started,practice_bottom_right_1.started,practice_points_tl_p_1.started,practice_points_tl_o_1.started,practice_points_bl_p_1.started,practice_points_bl_o_1.started,practice_points_tr_p_1.started,practice_points_tr_o_1.started,practice_points_br_p_1.started,practice_points_br_o_1.started,practice_tr_header_1.started,practice_bt_header_1.started,practice_p_header_1.started,practice_o_header_1.started,practice_bb_header_1.started,practice_tl_header_1.started,practice_text_1.started,practice_cont_1.started,practice_mouse_1.started,practice_avatar_2.started,practice_top_left_2.started,practice_top_right_2.started,practice_bottom_left_2.started,practice_bottom_right_2.started,practice_points_tl_p_2.started,practice_points_tl_o_2.started,practice_points_bl_p_2.started,practice_points_bl_o_2.started,practice_points_tr_p_2.started,practice_points_tr_o_2.started,practice_points_br_p_2.started,practice_points_br_o_2.started,practice_tr_header_2.started,practice_bt_header_2.started,practice_p_header_2.started,practice_o_header_2.started,practice_bb_header_2.started,practice_tl_header_2.started,practice_text_2.started,practice_cont_2.started,practice_mouse_2.started,practice_avatar_3.started,practice_top_left_3.started,practice_top_right_3.started,practice_bottom_left_3.started,practice_bottom_right_3.started,practice_points_tl_p_3.started,practice_points_tl_o_3.started,practice_points_bl_p_3.started,practice_points_bl_o_3.started,practice_points_tr_p_3.started,practice_points_tr_o_3.started,practice_points_br_p_3.started,practice_points_br_o_3.started,practice_tr_header_3.started,practice_bt_header_3.started,practice_p_header_3.started,practice_o_header_3.started,practice_bb_header_3.started,practice_tl_header_3.started,practice_text_3.started,practice_cont_3.started,practice_mouse_3.started,practice_avatar_4.started,practice_top_left_4.started,practice_top_right_4.started,practice_bottom_left_4.started,practice_bottom_right_4.started,practice_points_tl_p_4.started,practice_points_tl_o_4.started,practice_points_bl_p_4.started,practice_points_bl_o_4.started,practice_points_tr_p_4.started,practice_points_tr_o_4.started,practice_points_br_p_4.started,practice_points_br_o_4.started,practice_tr_header_4.started,practice_bt_header_4.started,practice_p_header_4.started,practice_o_header_4.started,practice_bb_header_4.started,practice_tl_header_4.started,practice_text_4.started,practice_cont_4.started,practice_mouse_4.started,practice_avatar_trial_5.started,practice_top_left_5.started,practice_top_right_5.started,practice_bottom_left_5.started,practice_bottom_right_5.started,practice_points_tl_p_5.started,practice_points_tl_o_5.started,practice_points_bl_p_5.started,practice_points_bl_o_5.started,practice_points_tr_p_5.started,practice_points_tr_o_5.started,practice_points_br_p_5.started,practice_points_br_o_5.started,practice_tr_header_5.started,practice_bt_header_5.started,practice_p_header_5.started,practice_o_header_5.started,practice_bb_header_5.started,practice_tl_header_5.started,practice_text_5.started,practice_cont_5.started,practice_mouse_5.started,practice_avatar_6.started,practice_top_left_6.started,practice_top_right_6.started,practice_bottom_left_6.started,practice_bottom_right_6.started,practice_points_tl_p_6.started,practice_points_tl_o_6.started,practice_points_bl_p_6.started,practice_points_bl_o_6.started,practice_points_tr_p_6.started,practice_points_tr_o_6.started,practice_points_br_p_6.started,practice_points_br_o_6.started,practice_tr_header_6.started,practice_bt_header_6.started,practice_p_header_6.started,practice_o_header_6.started,practice_bb_header_6.started,practice_tl_header_6.started,practice_text_6.started,practice_cont_6.started,practice_mouse_6.started,practice_avatar_7.started,practice_top_left_7.started,practice_top_right_7.started,practice_bottom_left_7.started,practice_bottom_right_7.started,practice_points_tl_p_7.started,practice_points_tl_o_7.started,practice_points_bl_p_7.started,practice_points_bl_o_7.started,practice_points_tr_p_7.started,practice_points_tr_o_7.started,practice_points_br_p_7.started,practice_points_br_o_7.started,practice_tr_header_7.started,practice_bt_header_7.started,practice_p_header_7.started,practice_other_header_7.started,practice_bb_header_7.started,practice_tl_header_7.started,practice_text_7.started,practice_cont_7.started,practice_mouse_7.started,other_avatar,o_intro_text.started,o_intro_avatar_p.started,o_intro_avatar_o.started,o_intro_cont.started,o_intro_mouse.started,left_text,right_text,choice,other_choice,participant_points,other_points,participant_points_total,other_points_total,trial_mouse.x,trial_mouse.y,trial_mouse.leftButton,trial_mouse.midButton,trial_mouse.rightButton,trial_mouse.clicked_name,feedback_scoreboard_o.started,feedback_scoreboard_p.started,feedback_avatar_o.started,feedback_avatar_p.started,feedback_choice_p.started,feedback_choice_o.started,feedback_points_p.started,feedback_points_o.started,feedback_total_p.started,feedback_total_o.started,feedback_name_p.started,feedback_name_o.started,feedback_scoreboard.started,feedback_cont.started,feedback_mouse.started,p_total_text.started,o_total_text.started,participant_avatar_scoreboard.started,p_name_text.started,o_name_text.started,other_avatar_scoreboard.started,name_header.started,total_point_header.started,scoreboard_cont_text.started,scoreabord_mouse.started,scoreboard_intro_text.started,end_routine_text.started,end_routine_continue_text.started,end_routine_mouse.started,ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,Defect,Jo,80,80,0,120,120,0,40,40,,,,,0,1,1,1,0,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,40,40,103,184,0.109375,-0.762962962962963,1,0,0,right_choice,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,133.78638479999972,0.09018389999982901,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,84,84,0,126,126,0,42,42,,,,,0,1,1,1,0,3,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,42,42,145,226,0.14583333333333334,-0.7703703703703704,1,0,0,right_choice,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,137.44833649999964,0.08507290000125067,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,100,100,0,150,150,0,50,50,,,,,0,1,1,1,0,4,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,50,50,195,276,0.12916666666666668,-0.7833333333333333,1,0,0,right_choice,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,139.48361240000122,0.07424689999970724,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,56,56,0,84,84,0,28,28,,,,,0,1,1,1,0,5,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,28,28,223,304,0.121875,-0.7888888888888889,1,0,0,right_choice,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,141.33072470000116,0.07946669999910227,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,30,30,0,45,45,0,15,15,,,,,0,1,1,1,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,15,15,238,319,-0.08333333333333333,-0.7240740740740741,1,0,0,left_choice,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,143.03159349999987,0.0839083999999275,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,44,44,0,66,66,0,22,22,,,,,0,1,1,1,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,22,22,260,341,-0.1,-0.7962962962962963,1,0,0,left_choice,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,144.67158650000056,0.07346180000058666,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,20,20,0,30,30,0,10,10,,,,,0,1,1,1,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,10,10,270,351,0.13333333333333333,-0.7870370370370371,1,0,0,right_choice,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,146.4623317000005,0.09792539999943983,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,54,54,0,81,81,0,27,27,,,,,0,1,1,1,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,27,27,297,378,0.06875,-0.774074074074074,1,0,0,right_choice,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,148.12854250000055,0.1117833000007522,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,16,16,0,24,24,0,8,8,,,,,0,1,1,1,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,8,8,305,386,-0.07083333333333333,-0.7351851851851852,1,0,0,left_choice,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,149.7394989000004,0.07712490000085381,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,46,46,0,69,69,0,23,23,,,,,0,1,1,1,0,11,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,23,23,328,409,-0.09270833333333334,-0.7814814814814814,1,0,0,left_choice,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,151.10866499999975,0.06359369999881892,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,40,40,0,60,60,0,20,20,,,,,0,1,1,1,0,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,20,20,348,429,-0.13958333333333334,-0.7592592592592593,1,0,0,left_choice,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,152.55375520000052,0.07929390000026615,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,64,64,0,96,96,0,32,32,,,,,0,1,1,1,0,13,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,32,32,380,461,-0.196875,-0.7722222222222223,1,0,0,left_choice,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,155.00101540000105,0.07955109999966226,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,68,68,0,102,102,0,34,34,,,,,0,1,1,1,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,34,34,414,495,0.15,-0.6962962962962963,1,0,0,right_choice,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,156.61038850000114,0.07943320000049425,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,34,34,0,51,51,0,17,17,,,,,0,1,1,1,0,15,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,17,17,431,512,0.15729166666666666,-0.7074074074074074,1,0,0,right_choice,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,160.22834390000025,0.10275469999942288,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,70,70,0,105,105,0,35,35,,,,,0,1,1,1,0,16,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,35,35,466,547,-0.134375,-0.7277777777777777,1,0,0,left_choice,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,162.62435770000047,0.07973600000150327,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,62,62,0,93,93,0,31,31,,,,,0,1,1,1,0,17,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,31,31,497,578,-0.09479166666666666,-0.7981481481481482,1,0,0,left_choice,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,165.26677500000005,0.0877875000005588,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,26,26,0,39,39,0,13,13,,,,,0,1,1,1,0,18,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,13,13,510,591,0.13020833333333334,-0.6814814814814815,1,0,0,right_choice,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,167.1353880000006,0.06090799999947194,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,6,6,0,9,9,0,3,3,,,,,0,1,1,1,0,19,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,3,3,513,594,-0.18854166666666666,-0.6240740740740741,1,0,0,left_choice,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,168.89951330000076,0.07939249999981257,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,12,12,0,18,18,0,6,6,,,,,0,1,1,1,0,20,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,6,6,519,600,0.14479166666666668,-0.6814814814814815,1,0,0,right_choice,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,170.64525239999966,0.08041940000111936,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,2,2,0,3,3,0,1,1,,,,,0,1,1,1,0,21,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,1,1,520,601,-0.19583333333333333,-0.7129629629629629,1,0,0,left_choice,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,172.4715799000005,0.07909480000125768,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,88,88,0,132,132,0,44,44,,,,,0,1,1,1,0,22,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,44,44,564,645,0.10416666666666667,-0.6851851851851852,1,0,0,right_choice,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,174.93519890000061,0.08009710000078485,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,82,82,0,123,123,0,41,41,,,,,0,1,1,1,0,23,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,41,41,605,686,-0.17916666666666667,-0.7666666666666667,1,0,0,left_choice,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,176.73082430000068,0.07993960000021616,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,8,8,0,12,12,0,4,4,,,,,0,1,1,1,0,24,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defect,Cooperate,Defect,Defect,4,4,609,690,-0.109375,-0.7018518518518518,1,0,0,left_choice,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,178.31086470000082,0.0810682999999699,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
,,,,,,,,Defect,Jo,14,14,0,21,21,0,7,7,,,,,0,1,1,1,0,25,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperate,Defect,Defect,Defect,7,7,616,697,0.16666666666666666,-0.6685185185185185,1,0,0,right_choice,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,180.1889874999997,0.08410549999825889,,,,,,,,,,,,,,,,2022-10-02_17h10.12.155,PD,2022.2.4,59.896881528454415,
